Boundary Comm name,PA name,ONS code,PANO,region_name,country_name,constituency_type,Index_of_change,"""turnout""",electorate,Conv,Labv,LDv,Grnv,Brxv,SNPv,PCv,APNIv,DUPv,SDLPv,SFv,UUPv,TotOthv,MaxOthv,ADVv,AGSv,ANWPv,AONTv,ASHv,BNPv,BPIv,BSJPv,CFv,CHPv,CMEPv,CMUv,CMUKv,COMLv,CPv,CPAv,CVPv,EDv,GWLDv,HWDIv,INETv,JACv,LBTv,LIBv,LNINv,LUTNv,MKv,MRLPv,MTHRv,NEPv,PATRv,PBPv,PFPv,POSv,PPNVv,RBDv,RENv,SDPv,SEPv,SFPv,SHRPv,SLPv,SNAVv,SOCv,TCRPv,TIGv,TLWv,UGPv,UKIPv,VPPv,WEPv,WRPv,WYv,YESHv,YPPv,YRKSv,IND1v,IND2v,IND3v,IND4v,IND5v,IND6v,blank2,total_votes,majority,maj%,Win19,Second19,CON%,LAB%,LD%,GRN%,BRX%,SNP%,PC%,APNI%,DUP%,SDLP%,SF%,UUP%,Tot oths%,Max oths%
Macclesfield,Macclesfield,E14001347,388,NW,England,County,none,71.0,75881,28292,17581,5684,2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53867,10711,19.88,Con,Lab,52.52,32.64,10.55,4.29,0.00,0.00,0.00,,,,,,0.00,0.00
Maidenhead,Maidenhead,E14001348,389,SE,England,County,46.8,69.3,73463,29223,7652,12122,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50914,17101,33.59,Con,LD,57.40,15.03,23.81,3.77,0.00,0.00,0.00,,,,,,0.00,0.00
Maidstone and Malling,Maidstone & Malling,E14001349,390,SE,England,County,66.7,66.9,73084,28562,8993,9114,1880,0,0,0,0,0,0,0,0,358,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,,48907,19448,39.77,Con,LD,58.40,18.39,18.64,3.84,0.00,0.00,0.00,,,,,,0.73,0.73
Makerfield,Makerfield,E14001350,391,NW,England,Borough,2.8,59.0,76517,15477,20432,2161,1166,5902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45138,4955,10.98,Lab,Con,34.29,45.27,4.79,2.58,13.08,0.00,0.00,,,,,,0.00,0.00
Maldon,Maldon,E14001351,392,EE,England,County,6.0,69.9,76794,38791,6790,6272,1851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53704,32001,59.59,Con,Lab,72.23,12.64,11.68,3.45,0.00,0.00,0.00,,,,,,0.00,0.00
Manchester Central,Manchester Central,E14001352,393,NW,England,Borough,78.7,53.8,75311,8500,26470,2449,1159,1795,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40480,17970,44.39,Lab,Con,21.00,65.39,6.05,2.86,4.43,0.00,0.00,,,,,,0.26,0.26
Manchester Rusholme,Manchester Rusholme,E14001353,394,NW,England,Borough,98.2,56.8,70692,3653,31554,1612,1709,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40149,27901,69.49,Lab,Con,9.10,78.59,4.02,4.26,4.04,0.00,0.00,,,,,,0.00,0.00
Manchester Withington,Manchester Withington,E14001354,395,NW,England,Borough,16.5,69.5,71614,5607,33100,7803,2015,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49794,25297,50.80,Lab,LD,11.26,66.47,15.67,4.05,2.55,0.00,0.00,,,,,,0.00,0.00
Mansfield,Mansfield,E14001355,396,EM,England,County,3.5,63.9,74680,30718,14471,1571,0,0,0,0,0,0,0,0,0,985,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,458,0,0,0,0,,47745,16247,34.03,Con,Lab,64.34,30.31,3.29,0.00,0.00,0.00,0.00,,,,,,2.06,1.10
Melksham and Devizes,Melksham & Devizes,E14001356,397,SW,England,County,99.4,77.6,71823,32227,6686,15199,1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,55764,17028,30.54,Con,LD,57.79,11.99,27.26,2.96,0.00,0.00,0.00,,,,,,0.00,0.00
Melton and Syston,Melton & Syston,E14001357,398,EM,England,County,91.5,66.7,71615,30232,11228,3685,2647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"47,792","19,004",39.76,Con,Lab,63.26,23.49,7.71,5.54,0.00,0.00,0.00,,,,,,0.00,0.00
Meriden and Solihull East,Meriden & Solihull East,E14001358,399,WM,England,Borough,56.8,64.8,75309,30438,10168,6613,1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,48778,20270,41.56,Con,Lab,62.40,20.85,13.56,3.20,0.00,0.00,0.00,,,,,,0.00,0.00
Merthyr Tydfil and Aberdare,Merthyr Tydfil & Aberdare,W07000099,400,WA,Wales,County,72.9,57.6,74805,8882,22292,1434,0,4621,0,3513,0,0,0,0,0,2364,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482,0,0,0,0,0,,43106,13410,31.11,Lab,Con,20.61,51.71,3.33,0.00,10.72,0.00,8.15,,,,,,5.48,3.44
Middlesbrough and Thornaby East,Middlesbrough & Thornaby East,E14001367,401,NE,England,Borough,28.1,52.4,71742,9149,20290,991,553,2324,0,0,0,0,0,0,0,4282,4282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4282,0,0,0,0,0,,37589,11141,29.64,Lab,Con,24.34,53.98,2.64,1.47,6.18,0.00,0.00,,,,,,11.39,11.39
Middlesbrough South and East Cleveland,Middlesbrough South & East Cleveland,E14001368,402,NE,England,County,14.1,64.3,69967,26050,15751,1823,1005,128,0,0,0,0,0,0,0,266,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,,45023,10299,22.87,Con,Lab,57.86,34.98,4.05,2.23,0.28,0.00,0.00,,,,,,0.59,0.59
Midlothian,Midlothian,S14000045,403,SC,Scotland,County,none,67.7,71210,10467,14328,3393,0,0,20033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,48221,5705,11.83,SNP,Lab,21.71,29.71,7.04,0.00,0.00,41.54,0.00,,,,,,0.00,0.00
Milton Keynes Central,Milton Keynes Central,E14001369,404,SE,England,Borough,92.3,68.6,76708,25035,20083,5489,1297,0,0,0,0,0,0,0,0,746,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0,0,0,0,,52650,4952,9.41,Con,Lab,47.55,38.14,10.43,2.46,0.00,0.00,0.00,,,,,,1.42,1.02
Milton Keynes North,Milton Keynes North,E14001370,405,SE,England,County,52.5,68.4,70620,24933,18606,3246,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,48284,6327,13.10,Con,Lab,51.64,38.53,6.72,3.10,0.00,0.00,0.00,,,,,,0.00,0.00
Mitcham and Morden,Mitcham & Morden,E14001371,406,GL,England,Borough,9.8,67.2,76877,13792,29671,5592,1160,1202,0,0,0,0,0,0,0,216,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51633,15879,30.75,Lab,Con,26.71,57.47,10.83,2.25,2.33,0.00,0.00,,,,,,0.42,0.42
Monmouthshire,Monmouthshire,W07000101,407,WA,Wales,County,32.0,72.7,72681,27568,16731,5071,1333,451,0,1283,0,0,0,0,0,435,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,,52872,10837,20.50,Con,Lab,52.14,31.64,9.59,2.52,0.85,0.00,2.43,,,,,,0.82,0.82
Montgomeryshire and Glyndwr,Montgomeryshire & Glyndwr,W07000102,408,WA,Wales,County,51.2,69.0,74223,27466,12701,8595,0,700,0,1019,0,0,0,0,0,727,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51208,14765,28.83,Con,Lab,53.64,24.80,16.78,0.00,1.37,0.00,1.99,,,,,,1.42,1.42
"Moray West, Nairn and Strathspey","Moray West, Nairn & Strathspey",S14000098,409,SC,Scotland,County,58.5,73.8,76237,23035,2606,3307,649,321,25941,0,0,0,0,0,0,413,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,,56272,2906,5.16,SNP,Con,40.94,4.63,5.88,1.15,0.57,46.10,0.00,,,,,,0.73,0.73
Morecambe and Lunesdale,Morecambe & Lunesdale,E14001372,410,NW,England,County,42.3,73.2,76040,29834,15646,8689,704,231,0,0,0,0,0,0,0,548,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,0,0,0,0,0,,55652,14188,25.49,Con,Lab,53.61,28.11,15.61,1.27,0.42,0.00,0.00,,,,,,0.98,0.98
"Motherwell, Wishaw and Carluke","Motherwell, Wishaw & Carluke",S14000099,411,SC,Scotland,County,46.7,62.1,72318,9537,12344,1781,0,0,20638,0,0,0,0,0,0,619,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,0,0,0,0,0,0,0,0,0,0,0,0,,44919,8294,18.46,SNP,Lab,21.23,27.48,3.96,0.00,0.00,45.94,0.00,,,,,,1.38,1.38
Na h-Eileanan an Iar,Na h-Eileanan an Iar,S14000027,412,SC,Scotland,County,none,68.4,21177,3216,4093,637,0,0,6531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14477,2438,16.84,SNP,Lab,22.21,28.27,4.40,0.00,0.00,45.11,0.00,,,,,,0.00,0.00
Neath and Swansea East,Neath & Swansea East,W07000103,413,WA,Wales,County,95.7,60.0,74705,12651,21102,1849,776,3965,0,3820,0,0,0,0,0,661,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,0,,"44,824","8,451",18.85,Lab,Con,28.22,47.08,4.13,1.73,8.85,0.00,8.52,,,,,,1.47,1.33
New Forest East,New Forest East,E14001373,414,SE,England,County,none,68.8,73823,32769,7518,7390,2434,0,0,0,0,0,0,0,0,675,675,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50786,25251,49.72,Con,Lab,64.52,14.80,14.55,4.79,0.00,0.00,0.00,,,,,,1.33,1.33
New Forest West,New Forest West,E14001374,415,SE,England,County,none,70.8,71009,32113,6595,7710,3888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50306,24403,48.51,Con,LD,63.84,13.11,15.33,7.73,0.00,0.00,0.00,,,,,,0.00,0.00
Newark,Newark,E14001375,416,EM,England,County,13.5,72.4,76478,34935,13238,5298,1723,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,55387,21697,39.17,Con,Lab,63.07,23.90,9.57,3.11,0.35,0.00,0.00,,,,,,0.00,0.00
Newbury,Newbury,E14001376,417,SE,England,County,14.4,71.2,71631,28075,3929,16615,2027,0,0,0,0,0,0,0,0,325,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,,50971,11460,22.48,Con,LD,55.08,7.71,32.60,3.98,0.00,0.00,0.00,,,,,,0.64,0.64
Newcastle upon Tyne Central and West,Newcastle upon Tyne Central & West,E14001377,419,NE,England,Borough,74.7,63.0,76460,12789,28520,1430,1462,3934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,48135,15731,32.68,Lab,Con,26.57,59.25,2.97,3.04,8.17,0.00,0.00,,,,,,0.00,0.00
Newcastle upon Tyne East and Wallsend,Newcastle upon Tyne East & Wallsend,E14001378,420,NE,England,Borough,82.8,65.0,76875,11817,29610,4161,1923,2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49963,17793,35.61,Lab,Con,23.65,59.26,8.33,3.85,4.91,0.00,0.00,,,,,,0.00,0.00
Newcastle upon Tyne North,Newcastle upon Tyne North,E14001379,421,NE,England,Borough,125.2,70.8,76503,17207,24030,7595,2193,3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"54,143","6,823",12.60,Lab,Con,31.78,44.38,14.03,4.05,5.76,0.00,0.00,,,,,,0.00,0.00
Newcastle-under-Lyme,Newcastle-under-Lyme,E14001380,418,WM,England,Borough,5.1,67.6,70025,25008,16743,2670,1021,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,47363,8265,17.45,Con,Lab,52.80,35.35,5.64,2.16,4.06,0.00,0.00,,,,,,0.00,0.00
Newport East,Newport East,W07000104,422,WA,Wales,Borough,75.0,60.9,76159,16799,22038,2651,871,2843,0,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46405,5239,11.29,Lab,Con,36.20,47.49,5.71,1.88,6.13,0.00,2.59,,,,,,0.00,0.00
Newport West and Islwyn,Newport West & Islwyn,W07000105,423,WA,Wales,County,93.7,63.7,76234,18285,20286,2474,947,4301,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,48537,2001,4.12,Lab,Con,37.67,41.79,5.10,1.95,8.86,0.00,4.62,,,,,,0.00,0.00
Newry and Armagh,Newry & Armagh,N05000011,424,NI,Northern Ireland,County,13.0,62.4,74585,,,,,,,,3913,9415,9019,19088,3605,1531,1531,,,,1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46571,9673,20.77,SF,DUP,0.00,,,0.00,,,,8.40,20.22,19.37,40.99,7.74,3.29,3.29
Newton Abbot,Newton Abbot,E14001381,425,SW,England,County,0.2,71.8,72956,29117,9287,11661,1505,0,0,0,0,0,0,0,0,840,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,,52410,17456,33.31,Con,LD,55.56,17.72,22.25,2.87,0.00,0.00,0.00,,,,,,1.60,1.60
Newton Aycliffe and Spennymoor,Newton Aycliffe & Spennymoor,E14001382,426,NE,England,County,73.8,60.8,71299,20014,16606,2340,644,3374,0,0,0,0,0,0,0,394,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,,"43,372","3,408",7.86,Con,Lab,46.14,38.29,5.40,1.48,7.78,0.00,0.00,,,,,,0.91,0.91
Mid Norfolk,Norfolk Mid,E14001365,427,EE,England,County,23.4,69.1,71060,31639,11251,5127,154,0,0,0,0,0,0,0,0,939,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,0,0,0,0,0,,49110,20388,41.51,Con,Lab,64.42,22.91,10.44,0.31,0.00,0.00,0.00,,,,,,1.91,1.91
North Norfolk,Norfolk North,E14001396,428,EE,England,County,1.5,72.9,70719,30145,3980,15653,45,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51562,14492,28.11,Con,LD,58.46,7.72,30.36,0.09,3.37,0.00,0.00,,,,,,0.00,0.00
North West Norfolk,Norfolk North West,E14001405,429,EE,England,County,6.1,64.6,75200,32075,10998,3779,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,48569,21077,43.40,Con,Lab,66.04,22.64,7.78,3.54,0.00,0.00,0.00,,,,,,0.00,0.00
South Norfolk,Norfolk South,E14001489,430,EE,England,County,50.4,74.3,69837,29298,12123,8799,1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51857,17175,33.12,Con,Lab,56.50,23.38,16.97,3.16,0.00,0.00,0.00,,,,,,0.00,0.00
South West Norfolk,Norfolk South West,E14001497,431,EE,England,County,12.3,66.3,72496,32988,8808,3965,1452,0,0,0,0,0,0,0,0,836,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,48049,24180,50.32,Con,Lab,68.65,18.33,8.25,3.02,0.00,0.00,0.00,,,,,,1.74,1.74
Normanton and Hemsworth,Normanton & Hemsworth,E14001383,432,YH,England,County,29.9,57.5,75388,13632,17152,1831,782,6609,0,0,0,0,0,0,0,3361,2118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,2118,165,0,0,0,0,,43367,3520,8.12,Lab,Con,31.43,39.55,4.22,1.80,15.24,0.00,0.00,,,,,,7.75,4.88
North Down,North Down,N05000013,433,NI,Northern Ireland,County,4.7,60.7,70412,1959,,,,,,,19182,16541,,,5075,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42757,2641,6.18,All,DUP,4.58,,,0.00,,,,44.86,38.69,0.00,0.00,11.87,0.00,0.00
Northampton North,Northampton North,E14001406,434,EM,England,Borough,34.1,67.5,75713,25427,21495,2906,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51084,3932,7.70,Con,Lab,49.77,42.08,5.69,2.46,0.00,0.00,0.00,,,,,,0.00,0.00
Northampton South,Northampton South,E14001407,435,EM,England,Borough,73.2,69.4,71512,28652,15328,3931,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49608,13324,26.86,Con,Lab,57.76,30.90,7.92,3.42,0.00,0.00,0.00,,,,,,0.00,0.00
South Northamptonshire,Northamptonshire South,E14001490,436,EM,England,County,43.6,72.9,76555,35270,11599,6205,2119,0,0,0,0,0,0,0,0,634,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,171,0,0,0,0,,55827,23671,42.40,Con,Lab,63.18,20.78,11.11,3.80,0.00,0.00,0.00,,,,,,1.14,0.83
North Northumberland,Northumberland North,E14001397,437,NE,England,County,30.9,72.7,72541,29497,12191,8484,1793,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52740,17306,32.81,Con,Lab,55.93,23.12,16.09,3.40,1.47,0.00,0.00,,,,,,0.00,0.00
Norwich North,Norwich North,E14001408,438,EE,England,Borough,7.8,70.6,71441,25997,19632,3141,1144,21,0,0,0,0,0,0,0,488,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,,50423,6365,12.62,Con,Lab,51.56,38.93,6.23,2.27,0.04,0.00,0.00,,,,,,0.97,0.97
Norwich South,Norwich South,E14001409,439,EE,England,Borough,2.4,70.0,73301,14881,27464,4851,2477,1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51308,12583,24.52,Lab,Con,29.00,53.53,9.45,4.83,3.19,0.00,0.00,,,,,,0.00,0.00
