Boundary Comm name,PA name,ONS code,PANO,region_name,country_name,constituency_type,Index_of_change,"""turnout""",electorate,Conv,Labv,LDv,Grnv,Brxv,SNPv,PCv,APNIv,DUPv,SDLPv,SFv,UUPv,TotOthv,MaxOthv,ADVv,AGSv,ANWPv,AONTv,ASHv,BNPv,BPIv,BSJPv,CFv,CHPv,CMEPv,CMUv,CMUKv,COMLv,CPv,CPAv,CVPv,EDv,GWLDv,HWDIv,INETv,JACv,LBTv,LIBv,LNINv,LUTNv,MKv,MRLPv,MTHRv,NEPv,PATRv,PBPv,PFPv,POSv,PPNVv,RBDv,RENv,SDPv,SEPv,SFPv,SHRPv,SLPv,SNAVv,SOCv,TCRPv,TIGv,TLWv,UGPv,UKIPv,VPPv,WEPv,WRPv,WYv,YESHv,YPPv,YRKSv,IND1v,IND2v,IND3v,IND4v,IND5v,IND6v,blank2,total_votes,majority,maj%,Win19,Second19,CON%,LAB%,LD%,GRN%,BRX%,SNP%,PC%,APNI%,DUP%,SDLP%,SF%,UUP%,Tot oths%,Max oths%
Ipswich,Ipswich,E14001302,336,EE,England,Borough,none,66.0,75117,24952,19473,2439,1283,1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49579,5479,11.05,Con,Lab,50.33,39.28,4.92,2.59,2.89,0.00,0.00,,,,,,0.00,0.00
Isle of Wight East,Isle of Wight East,E14001303,337,SE,England,County,50.8,64.0,56805,20866,8747,0,5093,0,0,0,0,0,0,0,0,1633,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,444,,0,0,0,,36339,12119,33.35,Con,Lab,57.42,24.07,0.00,14.02,0.00,0.00,0.00,,,,,,4.49,2.16
Isle of Wight West,Isle of Wight West,E14001304,338,SE,England,County,49.2,69.4,54911,20949,9331,0,6245,0,0,0,0,0,0,0,0,1578,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,430,,0,0,0,,38103,11618,30.49,Con,Lab,54.98,24.49,0.00,16.39,0.00,0.00,0.00,,,,,,4.14,1.99
Islington North,Islington North,E14001305,339,GL,England,Borough,none,72.7,73970,5483,34603,8415,4326,742,0,0,0,0,0,0,0,236,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53805,26188,48.67,Lab,LD,10.19,64.31,15.64,8.04,1.38,0.00,0.00,,,,,,0.44,0.44
Islington South and Finsbury,Islington South & Finsbury,E14001306,340,GL,England,Borough,9.3,68.7,75905,8518,29728,10270,2252,1193,0,0,0,0,0,0,0,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52143,19458,37.32,Lab,LD,16.34,57.01,19.70,4.32,2.29,0.00,0.00,,,,,,0.35,0.35
Jarrow and Gateshead East,Jarrow & Gateshead East,E14001307,341,NE,England,Borough,30.2,57.0,71106,9600,19917,2649,1009,3843,0,0,0,0,0,0,0,3488,2662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2662,614,0,0,0,0,,40506,10317,25.47,Lab,Con,23.70,49.17,6.54,2.49,9.49,0.00,0.00,,,,,,8.61,6.57
Keighley and Ilkley,Keighley & Ilkley,E14001308,342,YH,England,County,none,72.1,72954,25298,23080,2573,0,850,0,0,0,0,0,0,0,799,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,0,0,0,0,0,0,,52600,2218,4.22,Con,Lab,48.10,43.88,4.89,0.00,1.62,0.00,0.00,,,,,,1.52,1.27
Kenilworth and Southam,Kenilworth & Southam,E14001309,343,WM,England,Borough,16.9,78.1,71451,32890,10587,9425,2334,86,0,0,0,0,0,0,0,457,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,55779,22303,39.98,Con,Lab,58.96,18.98,16.90,4.18,0.15,0.00,0.00,,,,,,0.82,0.82
Kensington and Bayswater,Kensington & Bayswater,E14001310,344,GL,England,Borough,25.8,72.1,75980,21004,21394,11048,769,453,0,0,0,0,0,0,0,145,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,,54813,390,0.71,Lab,Con,38.32,39.03,20.16,1.40,0.83,0.00,0.00,,,,,,0.26,0.13
Kettering,Kettering,E14001311,345,EM,England,County,4.7,68.3,76163,31369,14006,3477,1543,0,0,0,0,0,0,0,0,1642,1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642,0,0,0,0,0,,52037,17363,33.37,Con,Lab,60.28,26.92,6.68,2.97,0.00,0.00,0.00,,,,,,3.16,3.16
Kilmarnock and Loudoun,Kilmarnock & Loudoun,S14000040,346,SC,Scotland,County,none,63.7,74801,11557,9009,2444,0,0,24216,0,0,0,0,0,0,405,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,47631,12659,26.58,SNP,Con,24.26,18.91,5.13,0.00,0.00,50.84,0.00,,,,,,0.85,0.85
Kingston and Surbiton,Kingston & Surbiton,E14001312,347,GL,England,Borough,24.4,75.7,75410,18884,5829,30058,900,649,0,0,0,0,0,0,0,775,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,458,0,0,0,0,0,,57095,11174,19.57,LD,Con,33.07,10.21,52.65,1.58,1.14,0.00,0.00,,,,,,1.36,0.80
Kingswinford and South Staffordshire,Kingswinford & South Staffordshire,E14001316,348,WM,England,Borough,84.5,71.0,71896,37942,8587,2715,1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51047,29355,57.51,Con,Lab,74.33,16.82,5.32,3.53,0.00,0.00,0.00,,,,,,0.00,0.00
Knowsley,Knowsley,E14001317,349,NW,England,Borough,21.8,65.2,71228,4060,36961,1165,915,2913,0,0,0,0,0,0,0,405,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46419,32901,70.88,Lab,Con,8.75,79.62,2.51,1.97,6.28,0.00,0.00,,,,,,0.87,0.87
Lagan Valley,Lagan Valley,N05000009,350,NI,Northern Ireland,County,18.8,59.9,76332,878,,,,,,,12365,19840,1855,1994,8460,315,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,,,,,,,,,,,,,,,45707,7475,16.35,DUP,All,1.92,,,0.00,,,,27.05,43.41,4.06,4.36,18.51,0.69,0.69
West Lancashire,Lancashire West,E14001577,351,NW,England,County,none,71.5,73652,19122,27458,2560,1248,2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52663,8336,15.83,Lab,Con,36.31,52.14,4.86,2.37,4.32,0.00,0.00,,,,,,0.00,0.00
Lancaster and Wyre,Lancaster & Wyre,E14001318,352,NW,England,County,73.9,65.8,74992,23683,20671,1946,2192,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49382,3012,6.10,Con,Lab,47.96,41.86,3.94,4.44,1.80,0.00,0.00,,,,,,0.00,0.00
Leeds Central and Headingley,Leeds Central & Headingley,E14001319,353,YH,England,Borough,112.8,57.9,75396,7817,27696,4884,1508,1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,43662,19879,45.53,Lab,Con,17.90,63.43,11.19,3.45,4.02,0.00,0.00,,,,,,0.00,0.00
Leeds East,Leeds East,E14001320,354,YH,England,County,37.7,59.0,75330,18156,20879,1626,946,2601,0,0,0,0,0,0,0,243,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,,44451,2723,6.13,Lab,Con,40.84,46.97,3.66,2.13,5.85,0.00,0.00,,,,,,0.55,0.55
Leeds North East,Leeds North East,E14001321,355,YH,England,Borough,0.0,71.2,70976,11935,29024,5665,1931,1769,0,0,0,0,0,0,0,176,176,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50500,17089,33.84,Lab,Con,23.63,57.47,11.22,3.82,3.50,0.00,0.00,,,,,,0.35,0.35
Leeds North West,Leeds North West,E14001322,356,YH,England,County,96.6,77.7,71607,23311,21310,8212,1266,729,0,0,0,0,0,0,0,844,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,0,0,0,0,0,0,,55672,2001,3.59,Con,Lab,41.87,38.28,14.75,2.27,1.31,0.00,0.00,,,,,,1.52,1.52
Leeds South,Leeds South,E14001323,357,YH,England,Borough,38.3,57.9,74726,11377,25263,1922,1635,2771,0,0,0,0,0,0,0,281,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,43249,13886,32.11,Lab,Con,26.31,58.41,4.44,3.78,6.41,0.00,0.00,,,,,,0.65,0.65
Leeds South West and Morley,Leeds South West & Morley,E14001324,358,YH,England,Borough,55.5,61.1,71376,23166,16052,1207,1440,780,0,0,0,0,0,0,0,957,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957,0,0,0,0,0,0,,43602,7114,16.32,Con,Lab,53.13,36.81,2.77,3.30,1.79,0.00,0.00,,,,,,2.19,2.19
Leeds West and Pudsey,Leeds West & Pudsey,E14001325,359,YH,England,Borough,95.9,68.3,70270,20257,23220,1747,687,1330,0,0,0,0,0,0,0,727,650,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,,47968,2963,6.18,Lab,Con,42.23,48.41,3.64,1.43,2.77,0.00,0.00,,,,,,1.52,1.36
Leicester East,Leicester East,E14001326,360,EM,England,Borough,2.9,63.1,76465,18564,24563,2716,858,1210,0,0,0,0,0,0,0,329,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,,48240,5999,12.44,Lab,Con,38.48,50.92,5.63,1.78,2.51,0.00,0.00,,,,,,0.68,0.68
Leicester South,Leicester South,E14001327,361,EM,England,Borough,13.7,66.9,71007,10373,32396,2054,1585,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,47508,22023,46.36,Lab,Con,21.83,68.19,4.32,3.34,2.32,0.00,0.00,,,,,,0.00,0.00
Leicester West,Leicester West,E14001328,362,EM,England,Borough,12.8,53.0,72848,14145,19027,2592,1091,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,38595,4882,12.65,Lab,Con,36.65,49.30,6.72,2.83,4.51,0.00,0.00,,,,,,0.00,0.00
Mid Leicestershire,Leicestershire Mid,E14001364,363,EM,England,County,60.2,72.5,76173,34343,14155,4417,2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,55193,20188,36.58,Con,Lab,62.22,25.65,8.00,4.13,0.00,0.00,0.00,,,,,,0.00,0.00
North West Leicestershire,Leicestershire North West,E14001404,364,EM,England,County,5.3,67.1,75373,31402,12854,3465,2366,0,0,0,0,0,0,0,0,507,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,,50594,18548,36.66,Con,Lab,62.07,25.41,6.85,4.68,0.00,0.00,0.00,,,,,,1.00,0.73
South Leicestershire,Leicestershire South,E14001488,365,EM,England,County,21.8,72.4,75634,36452,10918,5243,2173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,54786,25534,46.61,Con,Lab,66.54,19.93,9.57,3.97,0.00,0.00,0.00,,,,,,0.00,0.00
Leigh and Atherton,Leigh & Atherton,E14001329,366,NW,England,Borough,29.7,58.0,76363,19410,19117,2031,154,2572,0,0,0,0,0,0,0,999,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,551,0,0,0,0,0,,44283,293,0.66,Con,Lab,43.83,43.17,4.59,0.35,5.81,0.00,0.00,,,,,,2.26,1.24
Lewes,Lewes,E14001330,367,SE,England,County,27.6,74.0,75091,26977,3930,22851,1587,122,0,0,0,0,0,0,0,113,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,,55580,4126,7.42,Con,LD,48.54,7.07,41.11,2.86,0.22,0.00,0.00,,,,,,0.20,0.20
Lewisham East,Lewisham East,E14001331,368,GL,England,Borough,29.1,65.3,71706,9365,29344,4736,1653,1212,0,0,0,0,0,0,0,522,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,152,43,0,0,0,0,,46832,19979,42.66,Lab,Con,20.00,62.66,10.11,3.53,2.59,0.00,0.00,,,,,,1.11,0.59
Lewisham North,Lewisham North,E14001332,369,GL,England,Borough,31.0,68.8,73504,6175,35124,5620,2656,810,0,0,0,0,0,0,0,201,130,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,,50586,28949,57.23,Lab,Con,12.21,69.43,11.11,5.25,1.60,0.00,0.00,,,,,,0.40,0.26
Lewisham West and East Dulwich,Lewisham West & East Dulwich,E14001333,370,GL,England,Borough,101.7,66.1,69904,6711,30534,4568,3368,832,0,0,0,0,0,0,0,213,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46226,23823,51.54,Lab,Con,14.52,66.05,9.88,7.29,1.80,0.00,0.00,,,,,,0.46,0.46
Leyton and Wanstead,Leyton & Wanstead,E14001334,371,GL,England,Borough,9.6,68.5,71330,9702,30823,5209,1868,836,0,0,0,0,0,0,0,427,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,,48865,21121,43.22,Lab,Con,19.85,63.08,10.66,3.82,1.71,0.00,0.00,,,,,,0.87,0.87
Lichfield,Lichfield,E14001335,372,WM,England,Borough,3.5,71.0,73844,33638,11029,5528,1702,0,0,0,0,0,0,0,0,568,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0,0,0,0,,52465,22609,43.09,Con,Lab,64.12,21.02,10.54,3.24,0.00,0.00,0.00,,,,,,1.08,1.08
Lincoln,Lincoln,E14001336,373,EM,England,Borough,none,68.3,74128,24267,20753,2422,1195,1079,0,0,0,0,0,0,0,913,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,0,0,,50629,3514,6.94,Con,Lab,47.93,40.99,4.78,2.36,2.13,0.00,0.00,,,,,,1.80,1.20
Liverpool Garston,Liverpool Garston,E14001337,374,NW,England,Borough,35.9,69.8,70372,5729,34457,4854,1310,2402,0,0,0,0,0,0,0,344,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49096,28728,58.51,Lab,Con,11.67,70.18,9.89,2.67,4.89,0.00,0.00,,,,,,0.70,0.70
Liverpool Riverside,Liverpool Riverside,E14001338,375,NW,England,Borough,61.6,60.5,70157,3297,36097,936,997,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,42416,32800,77.33,Lab,Con,7.77,85.10,2.21,2.35,2.57,0.00,0.00,,,,,,0.00,0.00
Liverpool Walton,Liverpool Walton,E14001339,376,NW,England,Borough,76.0,65.4,71181,4607,38336,1059,849,1040,0,0,0,0,0,0,0,660,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46551,33729,72.46,Lab,Con,9.90,82.35,2.27,1.82,2.23,0.00,0.00,,,,,,1.42,1.42
Liverpool Wavertree,Liverpool Wavertree,E14001340,377,NW,England,Borough,81.1,72.4,71076,4926,36852,4123,3167,1897,0,0,0,0,0,0,0,501,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51466,31926,62.03,Lab,Con,9.57,71.60,8.01,6.15,3.69,0.00,0.00,,,,,,0.97,0.97
Liverpool West Derby,Liverpool West Derby,E14001341,378,NW,England,Borough,75.2,66.0,70730,4015,36336,1270,908,2293,0,0,0,0,0,0,0,1826,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46648,32321,69.29,Lab,Con,8.61,77.89,2.72,1.95,4.92,0.00,0.00,,,,,,3.91,3.91
Livingston,Livingston,S14000095,379,SC,Scotland,County,9.7,65.3,75454,10800,10851,3056,1272,0,23275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49254,12424,25.22,SNP,Lab,21.93,22.03,6.20,2.58,0.00,47.26,0.00,,,,,,0.00,0.00
Llanelli,Llanelli,W07000098,380,WA,Wales,County,15.0,62.8,69895,13463,17256,0,0,3893,0,9280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,43892,3793,8.64,Lab,Con,30.67,39.31,0.00,0.00,8.87,0.00,21.14,,,,,,0.00,0.00
East Londonderry,Londonderry East,N05000006,381,NI,Northern Ireland,County,4.0,56.9,72213,,,,,,,,5970,16456,6749,6343,3756,1827,1776,,,,1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41101,9707,23.62,DUP,SDLP,0.00,,,0.00,,,,14.53,40.04,16.42,15.43,9.14,4.32,4.45
Lothian East,Lothian East,S14000096,382,SC,Scotland,County,13.6,71.2,71287,13956,15464,3193,0,0,17671,0,0,0,0,0,0,493,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,,50777,2207,4.35,SNP,Lab,27.48,30.45,6.29,0.00,0.00,34.80,0.00,,,,,,0.97,0.97
Loughborough,Loughborough,E14001342,383,EM,England,County,7.7,69.8,73902,26088,19997,3935,1342,0,0,0,0,0,0,0,0,235,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,,51597,6091,11.80,Con,Lab,50.56,38.76,7.63,2.60,0.00,0.00,0.00,,,,,,0.46,0.46
Louth and Horncastle,Louth & Horncastle,E14001343,384,EM,England,County,10.7,67.1,75959,36903,9020,3966,0,0,0,0,0,0,0,0,0,1044,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50933,27883,54.74,Con,Lab,72.45,17.71,7.79,0.00,0.00,0.00,0.00,,,,,,2.05,2.05
Lowestoft,Lowestoft,E14001344,385,EE,England,County,8.8,61.4,73967,27648,12798,2333,2362,0,0,0,0,0,0,0,0,245,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45386,14850,32.72,Con,Lab,60.92,28.20,5.14,5.20,0.00,0.00,0.00,,,,,,0.54,0.54
Luton North,Luton North,E14001345,386,EE,England,Borough,7.6,60.9,73266,15275,24015,2063,832,1319,0,0,0,0,0,0,0,1086,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,646,291,0,0,0,0,,44590,8740,19.60,Lab,Con,34.26,53.86,4.63,1.87,2.96,0.00,0.00,,,,,,2.44,1.45
Luton South and South Bedfordshire,Luton South & South Bedfordshire,E14001346,387,EE,England,County,16.0,64.2,70197,15876,21942,225,1201,1497,0,0,0,0,0,0,0,4359,3602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3602,489,0,0,0,0,,45100,6066,13.45,Lab,Con,35.20,48.65,0.50,2.66,3.32,0.00,0.00,,,,,,9.67,7.99
