PCON24CD,Seat,Region, mean_Con, mean_Lab, mean_LDem, mean_Green, mean_Reform, mean_Plaid, mean_SNP, mean_Other, lo_Con, lo_Lab, lo_LDem, lo_Green, lo_Reform, lo_Plaid, lo_SNP, lo_Other, hi_Con, hi_Lab, hi_LDem, hi_Green, hi_Reform, hi_Plaid, hi_SNP, hi_Other
E14001085,Bermondsey and Old Southwark,London,  11.55 ,  43.43 ,  31.54 ,  0.38 ,  5.59 ,  -   ,  -   ,  7.51 ,  8.54 ,  31.87 ,  19.15 ,  0.05 ,  2.06 ,  -   ,  -   ,  2.04 ,  15.06 ,  54.73 ,  46.10 ,  1.56 ,  12.70 ,  -   ,  -   ,  19.36 
E14001086,Bethnal Green and Stepney,London,  8.46 ,  53.98 ,  9.67 ,  8.29 ,  11.93 ,  -   ,  -   ,  7.66 ,  5.63 ,  43.25 ,  3.28 ,  4.46 ,  7.00 ,  -   ,  -   ,  2.25 ,  11.61 ,  64.78 ,  19.28 ,  12.67 ,  19.89 ,  -   ,  -   ,  21.04 
E14001087,Beverley and Holderness,Yorkshire and The Humber,  34.91 ,  35.38 ,  11.73 ,  2.70 ,  14.11 ,  -   ,  -   ,  1.17 ,  29.18 ,  27.23 ,  5.53 ,  0.44 ,  6.09 ,  -   ,  -   ,  0.23 ,  41.74 ,  43.27 ,  21.35 ,  8.51 ,  25.61 ,  -   ,  -   ,  3.96 
E14001088,Bexhill and Battle,South East,  29.60 ,  31.33 ,  15.37 ,  2.73 ,  19.68 ,  -   ,  -   ,  1.29 ,  22.91 ,  24.05 ,  7.05 ,  0.34 ,  11.51 ,  -   ,  -   ,  0.27 ,  38.13 ,  40.66 ,  25.40 ,  7.72 ,  29.82 ,  -   ,  -   ,  4.39 
E14001089,Bexleyheath and Crayford,London,  26.36 ,  38.87 ,  4.58 ,  4.96 ,  25.24 ,  -   ,  -   ,  -   ,  19.59 ,  30.20 ,  1.54 ,  1.53 ,  13.83 ,  -   ,  -   ,  -   ,  32.43 ,  49.13 ,  10.06 ,  10.42 ,  38.58 ,  -   ,  -   ,  -   
E14001090,Bicester and Woodstock,South East,  24.61 ,  25.50 ,  35.42 ,  4.95 ,  8.15 ,  -   ,  -   ,  1.38 ,  21.08 ,  19.90 ,  28.83 ,  2.52 ,  4.74 ,  -   ,  -   ,  0.45 ,  30.48 ,  32.64 ,  43.43 ,  8.13 ,  12.20 ,  -   ,  -   ,  2.82 
E14001091,Birkenhead,North West,  7.28 ,  56.77 ,  3.37 ,  17.15 ,  11.59 ,  -   ,  -   ,  3.85 ,  4.96 ,  44.44 ,  1.00 ,  7.76 ,  5.22 ,  -   ,  -   ,  0.57 ,  10.67 ,  67.26 ,  7.47 ,  31.02 ,  20.35 ,  -   ,  -   ,  11.58 
E14001092,Birmingham Edgbaston,West Midlands,  17.48 ,  50.54 ,  8.11 ,  8.21 ,  10.25 ,  -   ,  -   ,  5.41 ,  14.03 ,  41.85 ,  3.42 ,  3.13 ,  5.70 ,  -   ,  -   ,  1.64 ,  22.21 ,  59.80 ,  14.37 ,  15.48 ,  16.26 ,  -   ,  -   ,  11.24 
E14001093,Birmingham Erdington,West Midlands,  16.82 ,  56.40 ,  2.41 ,  6.13 ,  12.56 ,  -   ,  -   ,  5.69 ,  13.44 ,  49.66 ,  0.83 ,  2.21 ,  6.88 ,  -   ,  -   ,  1.95 ,  21.62 ,  64.38 ,  4.49 ,  11.59 ,  18.12 ,  -   ,  -   ,  12.72 
E14001094,Birmingham Hall Green and Moseley,West Midlands,  6.84 ,  53.86 ,  4.92 ,  2.00 ,  10.36 ,  -   ,  -   ,  22.02 ,  4.66 ,  41.80 ,  1.83 ,  0.24 ,  5.25 ,  -   ,  -   ,  10.74 ,  9.14 ,  66.89 ,  12.34 ,  4.99 ,  18.03 ,  -   ,  -   ,  34.23 
E14001095,Birmingham Hodge Hill and Solihull North,West Midlands,  14.34 ,  52.37 ,  3.53 ,  5.58 ,  9.47 ,  -   ,  -   ,  14.71 ,  10.42 ,  40.47 ,  1.36 ,  1.41 ,  4.40 ,  -   ,  -   ,  6.29 ,  19.21 ,  63.71 ,  7.63 ,  14.11 ,  15.82 ,  -   ,  -   ,  27.21 
E14001096,Birmingham Ladywood,West Midlands,  8.17 ,  54.09 ,  11.74 ,  7.94 ,  7.02 ,  -   ,  -   ,  11.04 ,  6.20 ,  41.88 ,  3.68 ,  2.79 ,  2.97 ,  -   ,  -   ,  3.47 ,  11.22 ,  65.94 ,  23.80 ,  17.60 ,  12.55 ,  -   ,  -   ,  22.97 
E14001097,Birmingham Northfield,West Midlands,  20.83 ,  47.07 ,  2.23 ,  8.90 ,  18.32 ,  -   ,  -   ,  2.66 ,  16.38 ,  38.60 ,  0.70 ,  3.49 ,  9.14 ,  -   ,  -   ,  0.58 ,  27.63 ,  55.36 ,  4.29 ,  17.30 ,  27.37 ,  -   ,  -   ,  6.93 
E14001098,Birmingham Perry Barr,West Midlands,  11.88 ,  52.12 ,  4.88 ,  3.90 ,  9.27 ,  -   ,  -   ,  17.96 ,  8.83 ,  42.69 ,  1.77 ,  1.40 ,  4.12 ,  -   ,  -   ,  8.81 ,  15.87 ,  62.87 ,  10.06 ,  8.90 ,  16.53 ,  -   ,  -   ,  27.58 
E14001099,Birmingham Selly Oak,West Midlands,  16.56 ,  61.61 ,  5.59 ,  3.18 ,  8.10 ,  -   ,  -   ,  4.97 ,  12.97 ,  50.95 ,  1.72 ,  0.52 ,  3.18 ,  -   ,  -   ,  0.99 ,  19.81 ,  71.75 ,  13.31 ,  7.59 ,  14.06 ,  -   ,  -   ,  12.13 
E14001100,Birmingham Yardley,West Midlands,  12.82 ,  51.30 ,  6.87 ,  5.25 ,  17.44 ,  -   ,  -   ,  6.33 ,  9.98 ,  40.30 ,  2.00 ,  1.43 ,  10.01 ,  -   ,  -   ,  1.61 ,  16.53 ,  60.60 ,  16.86 ,  11.79 ,  25.79 ,  -   ,  -   ,  14.55 
E14001101,Bishop Auckland,North East,  25.28 ,  48.12 ,  3.21 ,  1.71 ,  19.38 ,  -   ,  -   ,  2.30 ,  19.67 ,  37.93 ,  0.91 ,  0.20 ,  10.64 ,  -   ,  -   ,  0.50 ,  31.93 ,  57.72 ,  6.95 ,  4.75 ,  30.01 ,  -   ,  -   ,  5.50 
E14001102,Blackburn,North West,  12.78 ,  59.87 ,  1.79 ,  2.01 ,  14.69 ,  -   ,  -   ,  8.86 ,  9.87 ,  49.50 ,  0.49 ,  0.32 ,  8.43 ,  -   ,  -   ,  3.09 ,  16.89 ,  68.16 ,  4.40 ,  5.01 ,  23.27 ,  -   ,  -   ,  18.81 
E14001103,Blackley and Middleton South,North West,  13.82 ,  59.87 ,  5.40 ,  5.39 ,  15.53 ,  -   ,  -   ,  -   ,  9.94 ,  46.53 ,  1.61 ,  1.80 ,  7.87 ,  -   ,  -   ,  -   ,  18.21 ,  68.50 ,  13.34 ,  12.85 ,  25.71 ,  -   ,  -   ,  -   
E14001104,Blackpool North and Fleetwood,North West,  26.22 ,  49.21 ,  3.55 ,  3.75 ,  15.18 ,  -   ,  -   ,  2.08 ,  19.94 ,  41.06 ,  1.25 ,  0.72 ,  7.79 ,  -   ,  -   ,  0.47 ,  32.54 ,  56.95 ,  6.64 ,  9.33 ,  25.86 ,  -   ,  -   ,  6.11 
E14001105,Blackpool South,North West,  19.96 ,  41.83 ,  2.11 ,  4.76 ,  27.68 ,  -   ,  -   ,  3.66 ,  15.15 ,  34.85 ,  0.65 ,  1.27 ,  19.88 ,  -   ,  -   ,  0.70 ,  25.18 ,  49.70 ,  4.36 ,  10.22 ,  37.62 ,  -   ,  -   ,  7.52 
E14001106,Blaydon and Consett,North East,  14.07 ,  52.01 ,  6.61 ,  1.45 ,  24.03 ,  -   ,  -   ,  1.83 ,  10.25 ,  42.56 ,  2.65 ,  0.16 ,  15.47 ,  -   ,  -   ,  0.31 ,  18.44 ,  59.38 ,  11.80 ,  4.38 ,  34.72 ,  -   ,  -   ,  5.15 
E14001107,Blyth and Ashington,North East,  16.73 ,  52.37 ,  2.87 ,  5.02 ,  23.02 ,  -   ,  -   ,  -   ,  12.23 ,  44.69 ,  0.78 ,  1.48 ,  14.32 ,  -   ,  -   ,  -   ,  21.63 ,  60.99 ,  6.31 ,  11.31 ,  34.00 ,  -   ,  -   ,  -   
E14001108,Bognor Regis and Littlehampton,South East,  33.25 ,  40.59 ,  7.95 ,  4.91 ,  10.84 ,  -   ,  -   ,  2.46 ,  25.87 ,  31.64 ,  2.86 ,  0.73 ,  5.61 ,  -   ,  -   ,  0.78 ,  40.73 ,  49.48 ,  15.46 ,  11.62 ,  18.41 ,  -   ,  -   ,  6.32 
E14001109,Bolsover,East Midlands,  19.41 ,  51.56 ,  2.32 ,  2.71 ,  24.01 ,  -   ,  -   ,  -   ,  14.45 ,  40.77 ,  0.58 ,  0.31 ,  16.28 ,  -   ,  -   ,  -   ,  24.87 ,  59.51 ,  5.32 ,  8.68 ,  33.54 ,  -   ,  -   ,  -   
E14001110,Bolton North East,North West,  25.46 ,  53.14 ,  3.43 ,  1.63 ,  12.91 ,  -   ,  -   ,  3.43 ,  19.17 ,  43.62 ,  0.70 ,  0.23 ,  6.94 ,  -   ,  -   ,  0.83 ,  31.84 ,  61.13 ,  9.24 ,  4.56 ,  21.07 ,  -   ,  -   ,  8.14 
E14001111,Bolton South and Walkden,North West,  16.04 ,  50.82 ,  7.35 ,  7.44 ,  14.01 ,  -   ,  -   ,  4.34 ,  12.40 ,  42.24 ,  3.42 ,  2.50 ,  7.47 ,  -   ,  -   ,  0.91 ,  20.29 ,  58.91 ,  15.15 ,  15.99 ,  23.58 ,  -   ,  -   ,  11.77 
E14001112,Bolton West,North West,  24.81 ,  47.51 ,  3.15 ,  2.93 ,  19.64 ,  -   ,  -   ,  1.96 ,  18.89 ,  40.08 ,  1.03 ,  0.45 ,  11.27 ,  -   ,  -   ,  0.30 ,  30.26 ,  55.85 ,  5.97 ,  9.73 ,  28.58 ,  -   ,  -   ,  5.41 
E14001113,Bootle,North West,  3.62 ,  72.33 ,  4.10 ,  6.49 ,  8.91 ,  -   ,  -   ,  4.56 ,  2.52 ,  61.24 ,  1.22 ,  1.69 ,  4.25 ,  -   ,  -   ,  1.31 ,  4.85 ,  81.35 ,  10.03 ,  12.82 ,  15.37 ,  -   ,  -   ,  11.78 
E14001114,Boston and Skegness,East Midlands,  30.18 ,  27.65 ,  4.36 ,  2.45 ,  33.41 ,  -   ,  -   ,  1.95 ,  23.59 ,  22.47 ,  2.11 ,  0.83 ,  24.06 ,  -   ,  -   ,  0.73 ,  36.37 ,  32.90 ,  7.62 ,  5.20 ,  42.69 ,  -   ,  -   ,  4.29 
E14001115,Bournemouth East,South West,  21.58 ,  37.32 ,  5.74 ,  11.12 ,  21.30 ,  -   ,  -   ,  2.94 ,  16.29 ,  28.59 ,  2.18 ,  3.84 ,  12.78 ,  -   ,  -   ,  0.68 ,  26.79 ,  46.85 ,  11.61 ,  24.10 ,  31.19 ,  -   ,  -   ,  7.92 
E14001116,Bournemouth West,South West,  22.88 ,  40.91 ,  8.48 ,  5.05 ,  20.45 ,  -   ,  -   ,  2.23 ,  16.99 ,  31.71 ,  2.81 ,  1.24 ,  11.87 ,  -   ,  -   ,  0.30 ,  29.51 ,  51.20 ,  14.10 ,  10.06 ,  30.07 ,  -   ,  -   ,  6.77 
E14001117,Bracknell,South East,  29.47 ,  35.80 ,  9.81 ,  2.65 ,  19.54 ,  -   ,  -   ,  2.73 ,  23.56 ,  29.12 ,  3.84 ,  0.44 ,  12.02 ,  -   ,  -   ,  0.62 ,  35.74 ,  43.99 ,  17.99 ,  7.16 ,  26.87 ,  -   ,  -   ,  7.02 
E14001118,Bradford East,Yorkshire and The Humber,  9.34 ,  44.13 ,  11.08 ,  17.09 ,  10.60 ,  -   ,  -   ,  7.77 ,  6.51 ,  33.24 ,  3.85 ,  6.44 ,  5.46 ,  -   ,  -   ,  1.66 ,  12.05 ,  55.53 ,  22.09 ,  29.79 ,  17.97 ,  -   ,  -   ,  22.24 
E14001119,Bradford South,Yorkshire and The Humber,  14.30 ,  47.67 ,  2.43 ,  4.14 ,  19.04 ,  -   ,  -   ,  12.42 ,  10.60 ,  37.53 ,  0.66 ,  0.83 ,  11.75 ,  -   ,  -   ,  3.99 ,  18.03 ,  57.02 ,  5.80 ,  9.33 ,  29.43 ,  -   ,  -   ,  25.79 
E14001120,Bradford West,Yorkshire and The Humber,  6.57 ,  54.21 ,  2.20 ,  5.88 ,  7.49 ,  -   ,  -   ,  23.64 ,  4.04 ,  41.33 ,  0.68 ,  1.91 ,  3.68 ,  -   ,  -   ,  10.44 ,  9.12 ,  66.56 ,  4.26 ,  13.58 ,  12.56 ,  -   ,  -   ,  38.00 
E14001121,Braintree,East of England,  33.40 ,  33.76 ,  4.59 ,  1.50 ,  25.18 ,  -   ,  -   ,  1.57 ,  26.47 ,  25.62 ,  1.96 ,  0.25 ,  16.23 ,  -   ,  -   ,  0.33 ,  42.08 ,  42.14 ,  10.05 ,  3.86 ,  33.89 ,  -   ,  -   ,  4.45 
E14001122,Brent East,London,  13.77 ,  43.70 ,  13.10 ,  11.94 ,  11.65 ,  -   ,  -   ,  5.83 ,  9.85 ,  32.02 ,  4.30 ,  4.43 ,  5.76 ,  -   ,  -   ,  1.59 ,  17.95 ,  54.57 ,  24.04 ,  23.01 ,  18.44 ,  -   ,  -   ,  12.66 
E14001123,Brent West,London,  20.32 ,  48.36 ,  9.60 ,  5.53 ,  9.05 ,  -   ,  -   ,  7.14 ,  16.21 ,  36.81 ,  4.05 ,  1.61 ,  3.90 ,  -   ,  -   ,  1.55 ,  25.29 ,  58.35 ,  16.63 ,  11.72 ,  15.53 ,  -   ,  -   ,  17.98 
E14001124,Brentford and Isleworth,London,  16.37 ,  41.84 ,  17.95 ,  4.08 ,  10.77 ,  -   ,  -   ,  8.99 ,  12.74 ,  32.79 ,  10.23 ,  1.15 ,  6.21 ,  -   ,  -   ,  2.98 ,  21.57 ,  54.33 ,  26.61 ,  10.49 ,  18.01 ,  -   ,  -   ,  19.69 
E14001125,Brentwood and Ongar,East of England,  37.79 ,  23.11 ,  11.60 ,  8.86 ,  17.40 ,  -   ,  -   ,  1.23 ,  29.94 ,  17.18 ,  5.39 ,  2.89 ,  9.38 ,  -   ,  -   ,  0.24 ,  45.53 ,  29.96 ,  19.93 ,  18.02 ,  29.14 ,  -   ,  -   ,  3.91 
E14001126,Bridgwater,South West,  25.95 ,  29.67 ,  22.95 ,  4.13 ,  15.50 ,  -   ,  -   ,  1.80 ,  19.17 ,  21.45 ,  10.95 ,  1.02 ,  7.77 ,  -   ,  -   ,  0.44 ,  32.96 ,  39.82 ,  38.59 ,  10.34 ,  27.77 ,  -   ,  -   ,  4.74 
E14001127,Bridlington and The Wolds,Yorkshire and The Humber,  34.59 ,  33.42 ,  6.23 ,  5.94 ,  17.83 ,  -   ,  -   ,  1.99 ,  27.57 ,  24.07 ,  1.86 ,  1.49 ,  9.50 ,  -   ,  -   ,  0.31 ,  41.19 ,  43.25 ,  14.62 ,  12.54 ,  27.61 ,  -   ,  -   ,  5.58 
E14001128,Brigg and Immingham,Yorkshire and The Humber,  32.16 ,  34.47 ,  5.33 ,  5.41 ,  22.63 ,  -   ,  -   ,  -   ,  24.17 ,  27.19 ,  1.28 ,  1.10 ,  12.34 ,  -   ,  -   ,  -   ,  40.05 ,  41.02 ,  13.00 ,  12.66 ,  37.76 ,  -   ,  -   ,  -   
E14001129,Brighton Kemptown and Peacehaven,South East,  21.38 ,  60.30 ,  4.08 ,  10.10 ,  -   ,  -   ,  -   ,  4.14 ,  16.93 ,  51.90 ,  1.16 ,  5.09 ,  -   ,  -   ,  -   ,  1.12 ,  26.66 ,  67.45 ,  8.49 ,  17.48 ,  -   ,  -   ,  -   ,  8.43 
E14001130,Brighton Pavilion,South East,  15.43 ,  35.87 ,  0.74 ,  39.13 ,  7.43 ,  -   ,  -   ,  1.40 ,  9.08 ,  22.70 ,  0.02 ,  23.26 ,  1.95 ,  -   ,  -   ,  0.03 ,  23.59 ,  49.32 ,  2.87 ,  56.36 ,  14.67 ,  -   ,  -   ,  6.37 
E14001131,Bristol Central,South West,  12.09 ,  49.00 ,  0.37 ,  27.95 ,  8.58 ,  -   ,  -   ,  2.01 ,  8.10 ,  37.52 ,  0.05 ,  16.84 ,  3.49 ,  -   ,  -   ,  0.23 ,  18.16 ,  64.81 ,  1.44 ,  41.15 ,  17.69 ,  -   ,  -   ,  6.80 
E14001132,Bristol East,South West,  15.91 ,  70.00 ,  5.58 ,  4.76 ,  -   ,  -   ,  -   ,  3.75 ,  11.77 ,  60.81 ,  1.76 ,  0.77 ,  -   ,  -   ,  -   ,  0.89 ,  19.88 ,  77.72 ,  11.92 ,  11.82 ,  -   ,  -   ,  -   ,  9.59 
E14001133,Bristol North East,South West,  18.94 ,  47.17 ,  3.30 ,  9.13 ,  18.33 ,  -   ,  -   ,  3.13 ,  14.09 ,  38.21 ,  1.07 ,  4.24 ,  10.52 ,  -   ,  -   ,  0.92 ,  24.53 ,  56.75 ,  7.27 ,  16.41 ,  31.92 ,  -   ,  -   ,  7.77 
E14001134,Bristol North West,South West,  18.97 ,  53.56 ,  6.83 ,  9.74 ,  9.37 ,  -   ,  -   ,  1.53 ,  15.53 ,  45.56 ,  2.91 ,  3.63 ,  4.76 ,  -   ,  -   ,  0.25 ,  23.74 ,  61.70 ,  13.32 ,  17.84 ,  16.73 ,  -   ,  -   ,  3.90 
E14001135,Bristol South,South West,  14.57 ,  56.36 ,  4.73 ,  9.25 ,  12.85 ,  -   ,  -   ,  2.23 ,  11.44 ,  44.83 ,  1.50 ,  2.21 ,  6.22 ,  -   ,  -   ,  0.42 ,  18.13 ,  65.52 ,  11.58 ,  25.69 ,  22.81 ,  -   ,  -   ,  6.38 
E14001136,Broadland and Fakenham,East of England,  34.79 ,  33.08 ,  9.40 ,  8.76 ,  13.96 ,  -   ,  -   ,  -   ,  27.15 ,  25.56 ,  3.10 ,  3.08 ,  7.47 ,  -   ,  -   ,  -   ,  42.83 ,  40.04 ,  17.33 ,  16.46 ,  23.55 ,  -   ,  -   ,  -   
E14001137,Bromley and Biggin Hill,London,  27.05 ,  39.21 ,  10.85 ,  4.76 ,  16.14 ,  -   ,  -   ,  1.99 ,  21.99 ,  30.04 ,  4.39 ,  1.34 ,  10.16 ,  -   ,  -   ,  0.48 ,  32.53 ,  47.65 ,  21.43 ,  10.17 ,  22.80 ,  -   ,  -   ,  4.64 
E14001138,Bromsgrove,West Midlands,  32.98 ,  39.79 ,  8.60 ,  2.71 ,  14.38 ,  -   ,  -   ,  1.54 ,  25.36 ,  32.55 ,  3.15 ,  0.31 ,  6.90 ,  -   ,  -   ,  0.25 ,  39.33 ,  50.34 ,  16.68 ,  7.76 ,  24.58 ,  -   ,  -   ,  5.28 
E14001139,Broxbourne,East of England,  31.42 ,  29.76 ,  5.28 ,  5.95 ,  25.14 ,  -   ,  -   ,  2.45 ,  24.33 ,  21.93 ,  1.59 ,  1.09 ,  14.88 ,  -   ,  -   ,  0.63 ,  41.09 ,  37.55 ,  11.28 ,  18.30 ,  39.28 ,  -   ,  -   ,  6.22 
E14001140,Broxtowe,East Midlands,  24.16 ,  45.92 ,  0.24 ,  4.31 ,  23.02 ,  -   ,  -   ,  2.35 ,  19.67 ,  37.75 ,  0.04 ,  1.11 ,  15.98 ,  -   ,  -   ,  0.56 ,  29.24 ,  52.54 ,  0.70 ,  10.04 ,  32.86 ,  -   ,  -   ,  6.45 
E14001141,Buckingham and Bletchley,South East,  28.33 ,  39.41 ,  9.58 ,  2.17 ,  18.29 ,  -   ,  -   ,  2.22 ,  22.44 ,  32.81 ,  5.03 ,  0.30 ,  10.77 ,  -   ,  -   ,  0.65 ,  35.07 ,  46.35 ,  16.96 ,  8.88 ,  26.28 ,  -   ,  -   ,  5.96 
